SET   SYSTEM                                       UNIT              PBE          PBE-D3             MS2            SCAN          r2SCAN      SCAN-rVV10            MCML      MCML-rVV10      VCML-rVV10             REF
S66x8 PyridinePyridineCHN_combined_0.95            [eV]          -0.0838         -0.1518         -0.0987         -0.1152         -0.0993         -0.1411         -0.0633         -0.0846         -0.0635         -0.1722
S66x8 PyridinePyridineCHN_combined_1.0             [eV]          -0.1096         -0.1719         -0.1209         -0.1314         -0.1199         -0.1541         -0.1011         -0.1199         -0.1100         -0.1847
S66x8 PyridinePyridineCHN_combined_1.05            [eV]          -0.1097         -0.1659         -0.1176         -0.1236         -0.1153         -0.1436         -0.1062         -0.1228         -0.1198         -0.1723
S66x8 PyridinePyridineCHN_combined_1.1             [eV]          -0.1007         -0.1503         -0.1058         -0.1085         -0.1024         -0.1261         -0.0985         -0.1133         -0.1141         -0.1525
S66x8 PyridinePyridineCHN_combined_1.25            [eV]          -0.0663         -0.0994         -0.0667         -0.0651         -0.0625         -0.0773         -0.0626         -0.0731         -0.0764         -0.0965
S66x8 PyridinePyridineCHN_combined_1.5             [eV]          -0.0299         -0.0450         -0.0291         -0.0279         -0.0269         -0.0348         -0.0258         -0.0319         -0.0333         -0.0451
S66x8 PyridinePyridineCHN_combined_2.0             [eV]          -0.0065         -0.0104         -0.0065         -0.0063         -0.0063         -0.0088         -0.0059         -0.0082         -0.0085         -0.0124
S66x8 PyridinePyridineTS_combined_0.9              [eV]           0.0548         -0.0768         -0.0082         -0.0450         -0.0244         -0.0882         -0.0421         -0.0770         -0.0528         -0.1105
S66x8 PyridinePyridineTS_combined_0.95             [eV]          -0.0005         -0.1234         -0.0507         -0.0835         -0.0674         -0.1229         -0.0879         -0.1199         -0.1044         -0.1447
S66x8 PyridinePyridineTS_combined_1.0              [eV]          -0.0305         -0.1431         -0.0697         -0.0974         -0.0852         -0.1331         -0.1072         -0.1365         -0.1277         -0.1546
S66x8 PyridinePyridineTS_combined_1.05             [eV]          -0.0455         -0.1476         -0.0753         -0.0983         -0.0888         -0.1307         -0.1110         -0.1378         -0.1341         -0.1513
S66x8 PyridinePyridineTS_combined_1.1              [eV]          -0.0515         -0.1436         -0.0736         -0.0916         -0.0848         -0.1210         -0.1062         -0.1306         -0.1305         -0.1411
S66x8 PyridinePyridineTS_combined_1.25             [eV]          -0.0470         -0.1118         -0.0549         -0.0627         -0.0597         -0.0844         -0.0748         -0.0931         -0.0972         -0.1009
S66x8 PyridinePyridineTS_combined_1.5              [eV]          -0.0272         -0.0581         -0.0278         -0.0292         -0.0282         -0.0420         -0.0321         -0.0434         -0.0462         -0.0523
S66x8 PyridinePyridineTS_combined_2.0              [eV]          -0.0087         -0.0166         -0.0088         -0.0092         -0.0089         -0.0139         -0.0083         -0.0126         -0.0132         -0.0167
S66x8 PyridinePyridinepipi_combined_0.9            [eV]           0.2371          0.0067          0.0910          0.0295          0.0688         -0.0436         -0.0364         -0.0946         -0.0563         -0.0521
S66x8 PyridinePyridinepipi_combined_0.95           [eV]           0.1119         -0.0980         -0.0008         -0.0588         -0.0301         -0.1246         -0.1229         -0.1757         -0.1490         -0.1349
S66x8 PyridinePyridinepipi_combined_1.0            [eV]           0.0419         -0.1450         -0.0430         -0.0945         -0.0738         -0.1534         -0.1564         -0.2039         -0.1868         -0.1652
S66x8 PyridinePyridinepipi_combined_1.05           [eV]           0.0039         -0.1598         -0.0586         -0.1025         -0.0876         -0.1550         -0.1607         -0.2035         -0.1937         -0.1676
S66x8 PyridinePyridinepipi_combined_1.1            [eV]          -0.0155         -0.1574         -0.0605         -0.0967         -0.0860         -0.1435         -0.1502         -0.1886         -0.1841         -0.1564
S66x8 PyridinePyridinepipi_combined_1.25           [eV]          -0.0274         -0.1152         -0.0421         -0.0587         -0.0553         -0.0911         -0.0944         -0.1217         -0.1247         -0.1039
S66x8 PyridinePyridinepipi_combined_1.5            [eV]          -0.0150         -0.0486         -0.0159         -0.0185         -0.0181         -0.0348         -0.0274         -0.0417         -0.0446         -0.0429
S66x8 PyridinePyridinepipi_combined_2.0            [eV]          -0.0044         -0.0109         -0.0043         -0.0044         -0.0044         -0.0089         -0.0042         -0.0083         -0.0089         -0.0107
S66x8 PyridineUracilpipi_combined_0.9              [eV]           0.2194         -0.0561          0.0252         -0.0669         -0.0171         -0.1594         -0.1395         -0.2131         -0.1614         -0.1595
S66x8 PyridineUracilpipi_combined_0.95             [eV]           0.0535         -0.1972         -0.0937         -0.1808         -0.1442         -0.2637         -0.2527         -0.3191         -0.2840         -0.2676
S66x8 PyridineUracilpipi_combined_1.0              [eV]          -0.0302         -0.2540         -0.1391         -0.2155         -0.1892         -0.2895         -0.2865         -0.3462         -0.3246         -0.2969
S66x8 PyridineUracilpipi_combined_1.05             [eV]          -0.0693         -0.2660         -0.1479         -0.2115         -0.1930         -0.2772         -0.2800         -0.3335         -0.3220         -0.2878
S66x8 PyridineUracilpipi_combined_1.1              [eV]          -0.0845         -0.2549         -0.1399         -0.1910         -0.1780         -0.2492         -0.2546         -0.3024         -0.2982         -0.2619
S66x8 PyridineUracilpipi_combined_1.25             [eV]          -0.0771         -0.1806         -0.0941         -0.1166         -0.1117         -0.1565         -0.1569         -0.1906         -0.1954         -0.1707
S66x8 PyridineUracilpipi_combined_1.5              [eV]          -0.0428         -0.0845         -0.0445         -0.0485         -0.0472         -0.0695         -0.0572         -0.0757         -0.0795         -0.0791
S66x8 PyridineUracilpipi_combined_2.0              [eV]          -0.0151         -0.0238         -0.0154         -0.0156         -0.0154         -0.0218         -0.0150         -0.0207         -0.0215         -0.0239
S66x8 UracilCyclopentane_combined_0.9              [eV]           0.1473         -0.0900          0.0419         -0.0364         -0.0068         -0.1119         -0.0455         -0.1062         -0.0727         -0.1364
S66x8 UracilCyclopentane_combined_0.95             [eV]           0.0629         -0.1533         -0.0173         -0.0837         -0.0618         -0.1519         -0.1041         -0.1593         -0.1402         -0.1761
S66x8 UracilCyclopentane_combined_1.0              [eV]           0.0164         -0.1775         -0.0432         -0.0978         -0.0816         -0.1593         -0.1249         -0.1751         -0.1664         -0.1830
S66x8 UracilCyclopentane_combined_1.05             [eV]          -0.0083         -0.1804         -0.0515         -0.0947         -0.0832         -0.1500         -0.1254         -0.1708         -0.1693         -0.1735
S66x8 UracilCyclopentane_combined_1.1              [eV]          -0.0204         -0.1720         -0.0509         -0.0843         -0.0761         -0.1340         -0.1154         -0.1564         -0.1596         -0.1568
S66x8 UracilCyclopentane_combined_1.25             [eV]          -0.0249         -0.1229         -0.0336         -0.0470         -0.0441         -0.0826         -0.0695         -0.0997         -0.1070         -0.1020
S66x8 UracilCyclopentane_combined_1.5              [eV]          -0.0119         -0.0552         -0.0116         -0.0134         -0.0130         -0.0337         -0.0194         -0.0372         -0.0415         -0.0456
S66x8 UracilCyclopentane_combined_2.0              [eV]          -0.0016         -0.0120         -0.0013         -0.0014         -0.0014         -0.0084         -0.0010         -0.0074         -0.0085         -0.0114
S66x8 UracilEthene_combined_0.9                    [eV]           0.0666         -0.0804         -0.0235         -0.0721         -0.0464         -0.1156         -0.1086         -0.1431         -0.1178         -0.1092
S66x8 UracilEthene_combined_0.95                   [eV]           0.0109         -0.1237         -0.0594         -0.1033         -0.0836         -0.1428         -0.1417         -0.1732         -0.1563         -0.1392
S66x8 UracilEthene_combined_1.0                    [eV]          -0.0198         -0.1407         -0.0736         -0.1115         -0.0966         -0.1473         -0.1506         -0.1794         -0.1690         -0.1459
S66x8 UracilEthene_combined_1.05                   [eV]          -0.0354         -0.1425         -0.0758         -0.1074         -0.0962         -0.1397         -0.1459         -0.1720         -0.1665         -0.1403
S66x8 UracilEthene_combined_1.1                    [eV]          -0.0421         -0.1361         -0.0719         -0.0975         -0.0891         -0.1264         -0.1339         -0.1575         -0.1556         -0.1286
S66x8 UracilEthene_combined_1.25                   [eV]          -0.0392         -0.0994         -0.0500         -0.0615         -0.0583         -0.0823         -0.0873         -0.1046         -0.1073         -0.0871
S66x8 UracilEthene_combined_1.5                    [eV]          -0.0217         -0.0476         -0.0230         -0.0251         -0.0244         -0.0366         -0.0330         -0.0431         -0.0456         -0.0412
S66x8 UracilEthene_combined_2.0                    [eV]          -0.0062         -0.0119         -0.0064         -0.0069         -0.0064         -0.0105         -0.0062         -0.0095         -0.0101         -0.0114
S66x8 UracilEthyne_combined_0.9                    [eV]           0.0362         -0.0827         -0.0532         -0.0944         -0.0669         -0.1330         -0.1445         -0.1750         -0.1497         -0.1174
S66x8 UracilEthyne_combined_0.95                   [eV]          -0.0198         -0.1291         -0.0906         -0.1291         -0.1079         -0.1642         -0.1787         -0.2066         -0.1889         -0.1521
S66x8 UracilEthyne_combined_1.0                    [eV]          -0.0487         -0.1479         -0.1037         -0.1378         -0.1217         -0.1696         -0.1860         -0.2115         -0.2000         -0.1605
S66x8 UracilEthyne_combined_1.05                   [eV]          -0.0617         -0.1509         -0.1035         -0.1325         -0.1206         -0.1612         -0.1784         -0.2015         -0.1948         -0.1548
S66x8 UracilEthyne_combined_1.1                    [eV]          -0.0654         -0.1448         -0.0966         -0.1205         -0.1117         -0.1463         -0.1630         -0.1840         -0.1808         -0.1423
S66x8 UracilEthyne_combined_1.25                   [eV]          -0.0545         -0.1067         -0.0662         -0.0778         -0.0744         -0.0963         -0.1063         -0.1217         -0.1238         -0.0968
S66x8 UracilEthyne_combined_1.5                    [eV]          -0.0288         -0.0518         -0.0305         -0.0329         -0.0322         -0.0432         -0.0414         -0.0503         -0.0526         -0.0457
S66x8 UracilEthyne_combined_2.0                    [eV]          -0.0077         -0.0128         -0.0079         -0.0079         -0.0079         -0.0111         -0.0078         -0.0108         -0.0114         -0.0121
S66x8 UracilNeopentane_combined_0.9                [eV]           0.0975         -0.1028          0.0104         -0.0515         -0.0271         -0.1151         -0.0676         -0.1192         -0.0941         -0.1281
S66x8 UracilNeopentane_combined_0.95               [eV]           0.0299         -0.1500         -0.0355         -0.0890         -0.0712         -0.1464         -0.1129         -0.1597         -0.1457         -0.1598
S66x8 UracilNeopentane_combined_1.0                [eV]          -0.0060         -0.1658         -0.0540         -0.0988         -0.0857         -0.1503         -0.1269         -0.1693         -0.1632         -0.1640
S66x8 UracilNeopentane_combined_1.05               [eV]          -0.0240         -0.1650         -0.0582         -0.0944         -0.0850         -0.1407         -0.1241         -0.1625         -0.1619         -0.1546
S66x8 UracilNeopentane_combined_1.1                [eV]          -0.0317         -0.1552         -0.0554         -0.0837         -0.0772         -0.1252         -0.1130         -0.1476         -0.1505         -0.1395
S66x8 UracilNeopentane_combined_1.25               [eV]          -0.0301         -0.1084         -0.0362         -0.0484         -0.0461         -0.0781         -0.0686         -0.0939         -0.0998         -0.0911
S66x8 UracilNeopentane_combined_1.5                [eV]          -0.0145         -0.0487         -0.0137         -0.0158         -0.0156         -0.0327         -0.0211         -0.0360         -0.0395         -0.0414
S66x8 UracilNeopentane_combined_2.0                [eV]          -0.0026         -0.0110         -0.0023         -0.0026         -0.0025         -0.0085         -0.0021         -0.0074         -0.0083         -0.0106
S66x8 UracilPentane_combined_0.9                   [eV]           0.1435         -0.1244          0.0230         -0.0668         -0.0344         -0.1491         -0.0731         -0.1391         -0.1017         -0.1705
S66x8 UracilPentane_combined_0.95                  [eV]           0.0605         -0.1849         -0.0331         -0.1109         -0.0863         -0.1860         -0.1301         -0.1908         -0.1682         -0.2078
S66x8 UracilPentane_combined_1.0                   [eV]           0.0128         -0.2087         -0.0581         -0.1232         -0.1049         -0.1915         -0.1512         -0.2067         -0.1954         -0.2140
S66x8 UracilPentane_combined_1.05                  [eV]          -0.0133         -0.2118         -0.0658         -0.1185         -0.1051         -0.1804         -0.1515         -0.2021         -0.1989         -0.2033
S66x8 UracilPentane_combined_1.1                   [eV]          -0.0279         -0.2000         -0.0631         -0.1026         -0.0936         -0.1573         -0.1373         -0.1825         -0.1855         -0.1805
S66x8 UracilPentane_combined_1.25                  [eV]          -0.0288         -0.1321         -0.0370         -0.0507         -0.0481         -0.0882         -0.0751         -0.1069         -0.1148         -0.1088
S66x8 UracilPentane_combined_1.5                   [eV]          -0.0112         -0.0527         -0.0106         -0.0117         -0.0117         -0.0319         -0.0170         -0.0347         -0.0389         -0.0439
S66x8 UracilPentane_combined_2.0                   [eV]          -0.0009         -0.0104         -0.0008         -0.0004         -0.0008         -0.0069         -0.0005         -0.0065         -0.0074         -0.0099
S66x8 UracilUracilBP_combined_0.9                  [eV]          -0.6325         -0.7338         -0.6529         -0.7640         -0.7151         -0.8057         -0.6369         -0.6710         -0.6064         -0.7038
S66x8 UracilUracilBP_combined_0.95                 [eV]          -0.6784         -0.7764         -0.7021         -0.7934         -0.7503         -0.8330         -0.6953         -0.7278         -0.6720         -0.7527
S66x8 UracilUracilBP_combined_1.0                  [eV]          -0.6874         -0.7817         -0.7118         -0.7879         -0.7501         -0.8253         -0.7123         -0.7431         -0.6962         -0.7625
S66x8 UracilUracilBP_combined_1.05                 [eV]          -0.6727         -0.7627         -0.6961         -0.7604         -0.7273         -0.7957         -0.7013         -0.7305         -0.6922         -0.7465
S66x8 UracilUracilBP_combined_1.1                  [eV]          -0.6433         -0.7290         -0.6648         -0.7197         -0.6908         -0.7529         -0.6733         -0.7009         -0.6707         -0.7143
S66x8 UracilUracilBP_combined_1.25                 [eV]          -0.5208         -0.5948         -0.5343         -0.5698         -0.5510         -0.5973         -0.5507         -0.5738         -0.5624         -0.5789
S66x8 UracilUracilBP_combined_1.5                  [eV]          -0.3314         -0.3846         -0.3352         -0.3523         -0.3436         -0.3719         -0.3524         -0.3692         -0.3714         -0.3669
S66x8 UracilUracilBP_combined_2.0                  [eV]          -0.1337         -0.1539         -0.1327         -0.1382         -0.1356         -0.1479         -0.1359         -0.1446         -0.1475         -0.1466
S66x8 UracilUracilpipi_combined_0.9                [eV]           0.0778         -0.2370         -0.1184         -0.2562         -0.2061         -0.3637         -0.3197         -0.4057         -0.3529         -0.3459
S66x8 UracilUracilpipi_combined_0.95               [eV]          -0.0510         -0.3445         -0.2053         -0.3316         -0.2926         -0.4301         -0.3993         -0.4785         -0.4416         -0.4180
S66x8 UracilUracilpipi_combined_1.0                [eV]          -0.1186         -0.3870         -0.2374         -0.3490         -0.3193         -0.4389         -0.4193         -0.4920         -0.4682         -0.4326
S66x8 UracilUracilpipi_combined_1.05               [eV]          -0.1499         -0.3919         -0.2394         -0.3345         -0.3127         -0.4162         -0.4055         -0.4721         -0.4587         -0.4159
S66x8 UracilUracilpipi_combined_1.1                [eV]          -0.1600         -0.3761         -0.2259         -0.3054         -0.2894         -0.3795         -0.3741         -0.4348         -0.4293         -0.3837
S66x8 UracilUracilpipi_combined_1.25               [eV]          -0.1388         -0.2854         -0.1618         -0.2039         -0.1971         -0.2583         -0.2533         -0.2990         -0.3049         -0.2696
S66x8 UracilUracilpipi_combined_1.5                [eV]          -0.0819         -0.1506         -0.0835         -0.0957         -0.0939         -0.1275         -0.1095         -0.1372         -0.1436         -0.1386
S66x8 UracilUracilpipi_combined_2.0                [eV]          -0.0291         -0.0460         -0.0285         -0.0315         -0.0304         -0.0426         -0.0285         -0.0386         -0.0403         -0.0448
S66x8 WaterMeNH2_combined_0.9                      [eV]          -0.3076         -0.3439         -0.3017         -0.3416         -0.3215         -0.3520         -0.2747         -0.2829         -0.2634         -0.2852
S66x8 WaterMeNH2_combined_0.95                     [eV]          -0.3182         -0.3528         -0.3134         -0.3455         -0.3281         -0.3552         -0.2939         -0.3016         -0.2845         -0.3008
S66x8 WaterMeNH2_combined_1.0                      [eV]          -0.3139         -0.3464         -0.3092         -0.3353         -0.3204         -0.3444         -0.2964         -0.3035         -0.2893         -0.3005
S66x8 WaterMeNH2_combined_1.05                     [eV]          -0.3004         -0.3306         -0.2954         -0.3170         -0.3043         -0.3255         -0.2874         -0.2941         -0.2826         -0.2901
S66x8 WaterMeNH2_combined_1.1                      [eV]          -0.2818         -0.3099         -0.2765         -0.2944         -0.2835         -0.3023         -0.2716         -0.2779         -0.2690         -0.2738
S66x8 WaterMeNH2_combined_1.25                     [eV]          -0.2175         -0.2404         -0.2115         -0.2215         -0.2149         -0.2278         -0.2116         -0.2167         -0.2137         -0.2139
S66x8 WaterMeNH2_combined_1.5                      [eV]          -0.1300         -0.1442         -0.1250         -0.1282         -0.1254         -0.1324         -0.1266         -0.1301         -0.1316         -0.1293
S66x8 WaterMeNH2_combined_2.0                      [eV]          -0.0483         -0.0525         -0.0461         -0.0469         -0.0464         -0.0487         -0.0450         -0.0466         -0.0476         -0.0496
S66x8 WaterMeOH_combined_0.9                       [eV]          -0.2157         -0.2501         -0.2392         -0.2736         -0.2517         -0.2847         -0.2483         -0.2569         -0.2365         -0.2295
S66x8 WaterMeOH_combined_0.95                      [eV]          -0.2295         -0.2628         -0.2492         -0.2781         -0.2594         -0.2884         -0.2632         -0.2713         -0.2550         -0.2441
S66x8 WaterMeOH_combined_1.0                       [eV]          -0.2295         -0.2616         -0.2455         -0.2700         -0.2540         -0.2795         -0.2622         -0.2698         -0.2573         -0.2443
S66x8 WaterMeOH_combined_1.05                      [eV]          -0.2213         -0.2519         -0.2338         -0.2545         -0.2411         -0.2634         -0.2517         -0.2587         -0.2494         -0.2356
S66x8 WaterMeOH_combined_1.1                       [eV]          -0.2084         -0.2377         -0.2179         -0.2355         -0.2241         -0.2438         -0.2360         -0.2426         -0.2360         -0.2220
S66x8 WaterMeOH_combined_1.25                      [eV]          -0.1616         -0.1868         -0.1651         -0.1753         -0.1685         -0.1818         -0.1809         -0.1862         -0.1851         -0.1720
S66x8 WaterMeOH_combined_1.5                       [eV]          -0.0975         -0.1133         -0.0973         -0.1012         -0.0982         -0.1054         -0.1058         -0.1094         -0.1111         -0.1038
S66x8 WaterMeOH_combined_2.0                       [eV]          -0.0377         -0.0423         -0.0373         -0.0387         -0.0378         -0.0405         -0.0374         -0.0390         -0.0396         -0.0414
S66x8 WaterPeptide_combined_0.9                    [eV]          -0.3058         -0.3543         -0.3462         -0.3942         -0.3653         -0.4108         -0.3608         -0.3737         -0.3482         -0.3360
S66x8 WaterPeptide_combined_0.95                   [eV]          -0.3223         -0.3698         -0.3583         -0.3999         -0.3748         -0.4155         -0.3788         -0.3911         -0.3698         -0.3534
S66x8 WaterPeptide_combined_1.0                    [eV]          -0.3227         -0.3690         -0.3538         -0.3903         -0.3687         -0.4051         -0.3787         -0.3903         -0.3732         -0.3535
S66x8 WaterPeptide_combined_1.05                   [eV]          -0.3131         -0.3580         -0.3394         -0.3718         -0.3531         -0.3856         -0.3666         -0.3776         -0.3643         -0.3429
S66x8 WaterPeptide_combined_1.1                    [eV]          -0.2976         -0.3412         -0.3194         -0.3482         -0.3321         -0.3612         -0.3476         -0.3580         -0.3479         -0.3258
S66x8 WaterPeptide_combined_1.25                   [eV]          -0.2391         -0.2780         -0.2506         -0.2701         -0.2602         -0.2808         -0.2767         -0.2853         -0.2823         -0.2612
S66x8 WaterPeptide_combined_1.5                    [eV]          -0.1534         -0.1807         -0.1563         -0.1659         -0.1613         -0.1733         -0.1732         -0.1793         -0.1811         -0.1667
S66x8 WaterPeptide_combined_2.0                    [eV]          -0.0569         -0.0647         -0.0566         -0.0591         -0.0579         -0.0621         -0.0578         -0.0604         -0.0614         -0.0625
S66x8 WaterPyridine_combined_0.9                   [eV]          -0.2919         -0.3349         -0.2868         -0.3274         -0.3061         -0.3407         -0.2565         -0.2670         -0.2460         -0.2830
S66x8 WaterPyridine_combined_0.95                  [eV]          -0.3039         -0.3447         -0.3002         -0.3327         -0.3144         -0.3451         -0.2787         -0.2886         -0.2704         -0.3000
S66x8 WaterPyridine_combined_1.0                   [eV]          -0.3009         -0.3391         -0.2975         -0.3241         -0.3082         -0.3357         -0.2833         -0.2926         -0.2776         -0.3004
S66x8 WaterPyridine_combined_1.05                  [eV]          -0.2886         -0.3242         -0.2850         -0.3068         -0.2933         -0.3177         -0.2762         -0.2849         -0.2728         -0.2906
S66x8 WaterPyridine_combined_1.1                   [eV]          -0.2711         -0.3043         -0.2672         -0.2854         -0.2737         -0.2955         -0.2621         -0.2702         -0.2609         -0.2747
S66x8 WaterPyridine_combined_1.25                  [eV]          -0.2099         -0.2371         -0.2054         -0.2152         -0.2082         -0.2233         -0.2060         -0.2126         -0.2095         -0.2153
S66x8 WaterPyridine_combined_1.5                   [eV]          -0.1265         -0.1437         -0.1226         -0.1258         -0.1226         -0.1311         -0.1250         -0.1295         -0.1308         -0.1312
S66x8 WaterPyridine_combined_2.0                   [eV]          -0.0486         -0.0540         -0.0470         -0.0481         -0.0472         -0.0504         -0.0463         -0.0483         -0.0491         -0.0518
S66x8 WaterWater_combined_0.9                      [eV]          -0.2085         -0.2279         -0.2255         -0.2465         -0.2289         -0.2534         -0.2297         -0.2350         -0.2166         -0.2020
S66x8 WaterWater_combined_0.95                     [eV]          -0.2184         -0.2375         -0.2323         -0.2496         -0.2349         -0.2560         -0.2412         -0.2461         -0.2316         -0.2148
S66x8 WaterWater_combined_1.0                      [eV]          -0.2164         -0.2349         -0.2273         -0.2419         -0.2295         -0.2478         -0.2386         -0.2432         -0.2321         -0.2147
S66x8 WaterWater_combined_1.05                     [eV]          -0.2073         -0.2252         -0.2156         -0.2278         -0.2175         -0.2332         -0.2282         -0.2325         -0.2243         -0.2068
S66x8 WaterWater_combined_1.1                      [eV]          -0.1945         -0.2118         -0.2004         -0.2106         -0.2021         -0.2156         -0.2135         -0.2175         -0.2117         -0.1946
S66x8 WaterWater_combined_1.25                     [eV]          -0.1501         -0.1655         -0.1517         -0.1573         -0.1526         -0.1612         -0.1638         -0.1670         -0.1660         -0.1506
S66x8 WaterWater_combined_1.5                      [eV]          -0.0911         -0.1005         -0.0902         -0.0924         -0.0906         -0.0949         -0.0966         -0.0987         -0.0999         -0.0916
S66x8 WaterWater_combined_2.0                      [eV]          -0.0364         -0.0388         -0.0358         -0.0371         -0.0367         -0.0380         -0.0358         -0.0367         -0.0370         -0.0378
alat  Ag                                           [A]            4.1466          4.0728          4.0663          4.0846          4.1073          4.0691          4.0856          4.0728          4.0871          4.0630
alat  AlAs                                         [A]            5.7329          5.6986          5.6794          5.6716          5.6766          5.6642          5.6832          5.6764          5.6877          5.6470
alat  AlP                                          [A]            5.5058          5.4765          5.4674          5.4660          5.4728          5.4597          5.4734          5.4683          5.4759          5.4480
alat  AlSb                                         [A]            6.2325          6.1964          6.1747          6.1724          6.1835          6.1617          6.1793          6.1702          6.1821          6.1210
alat  Al                                           [A]            4.0382          4.0055          4.0117          4.0029          3.9857          3.9998          4.0082          4.0056          4.0147          4.0190
alat  Au                                           [A]            4.1569          4.0989          4.0742          4.0897          4.1282          4.0789          4.0891          4.0804          4.0883          4.0610
alat  BAs                                          [A]            4.8166          4.7898          4.7766          4.7787          4.7869          4.7742          4.7761          4.7725          4.7812          4.7650
alat  BN                                           [A]            3.6261          3.6165          3.6063          3.6080          3.6141          3.6060          3.6075          3.6059          3.6131          3.5930
alat  BP                                           [A]            4.5465          4.5238          4.5215          4.5230          4.5324          4.5194          4.5221          4.5193          4.5252          4.5250
alat  Ba                                           [A]            5.0329          4.9770          5.0356          5.0494          5.0765          5.0162          5.0052          4.9781          5.0439          5.0030
alat  C                                            [A]            3.5725          3.5644          3.5528          3.5547          3.5624          3.5531          3.5541          3.5530          3.5598          3.5530
alat  Ca                                           [A]            5.5270          5.4931          5.4998          5.5475          5.5760          5.5342          5.5409          5.5302          5.5193          5.5540
alat  CdS                                          [A]            5.9381          5.8669          5.8838          5.8712          5.8883          5.8542          5.8939          5.8793          5.8888          5.8080
alat  CdSe                                         [A]            6.2074          6.1216          6.1279          6.1257          6.1433          6.1069          6.1288          6.1133          6.1384          6.0440
alat  CdTe                                         [A]            6.6248          6.5326          6.5166          6.5350          6.5632          6.5117          6.5266          6.5031          6.5325          6.4730
alat  Cu                                           [A]            3.6347          3.5675          3.5533          3.5696          3.5817          3.5611          3.5785          3.5721          3.5846          3.5960
alat  Fe                                           [A]            2.8305          2.8044          2.7895          2.8375          2.8642          2.8280          2.7971          2.7932          2.8021          2.8580
alat  GaAs                                         [A]            5.7624          5.7224          5.6800          5.6649          5.6718          5.6557          5.6855          5.6774          5.6938          5.6350
alat  GaN                                          [A]            4.5886          4.5654          4.5485          4.5274          4.5271          4.5236          4.5501          4.5467          4.5569          4.5090
alat  GaP                                          [A]            5.5341          5.5009          5.4819          5.4626          5.4668          5.4553          5.4833          5.4776          5.4879          5.4340
alat  GaSb                                         [A]            6.2227          6.1777          6.1181          6.1184          6.1361          6.1053          6.1298          6.1186          6.1368          6.0760
alat  Ge                                           [A]            5.7818          5.7584          5.6893          5.6840          5.6807          5.6757          5.6978          5.6906          5.7065          5.6460
alat  HfC                                          [A]            4.6466          4.6214          4.6128          4.6128          4.6298          4.6097          4.6160          4.6136          4.6206          4.6290
alat  HfN                                          [A]            4.5334          4.5042          4.4955          4.4935          4.5088          4.4901          4.5022          4.4996          4.5042          4.5100
alat  InAs                                         [A]            6.2108          6.1627          6.1211          6.1216          6.1315          6.1090          6.1293          6.1185          6.1354          6.0300
alat  InP                                          [A]            6.0009          5.9634          5.9454          5.9366          5.9469          5.9262          5.9488          5.9401          5.9495          5.8520
alat  InSb                                         [A]            6.6474          6.5896          6.5311          6.5457          6.5686          6.5284          6.5445          6.5306          6.5500          6.4610
alat  Ir                                           [A]            3.8725          3.8385          3.8222          3.7877          3.8525          3.7840          3.8284          3.8252          3.8302          3.8330
alat  K                                            [A]            5.2861          5.2278          5.3166          5.3071          5.3510          5.2769          5.2787          5.2557          5.2918          5.2080
alat  LiCl                                         [A]            5.1530          5.0871          5.0800          5.0936          5.1110          5.0727          5.1118          5.0944          5.1117          5.0720
alat  LiF                                          [A]            4.0713          4.0062          3.9888          3.9772          3.9942          3.9666          3.9994          3.9908          4.0114          3.9730
alat  Li                                           [A]            3.4396          3.3736          3.4281          3.4698          3.4796          3.4671          3.4083          3.4120          3.4236          3.4510
alat  MgO                                          [A]            4.2473          4.2086          4.1965          4.1865          4.1956          4.1809          4.2078          4.2034          4.2146          4.1890
alat  MgS                                          [A]            5.2234          5.1896          5.1798          5.1847          5.1933          5.1764          5.1844          5.1775          5.1895          5.1880
alat  Mo                                           [A]            3.1511          3.1235          3.1291          3.1360          3.1443          3.1328          3.1335          3.1306          3.1334          3.1410
alat  NaCl                                         [A]            5.6549          5.6088          5.5472          5.5191          5.5452          5.4943          5.5304          5.5113          5.5453          5.5720
alat  NaF                                          [A]            4.6318          4.5620          4.5248          4.4789          4.5025          4.4649          4.5175          4.5074          4.5323          4.5820
alat  Na                                           [A]            4.1926          4.1608          4.1706          4.1804          4.1993          4.1709          4.1149          4.1434          4.1317          4.2090
alat  NbC                                          [A]            4.5066          4.4818          4.4937          4.5011          4.5080          4.4971          4.4958          4.4926          4.4963          4.4610
alat  NbN                                          [A]            4.4539          4.4240          4.4387          4.4420          4.4501          4.4374          4.4418          4.4379          4.4395          4.3710
alat  Nb                                           [A]            3.3220          3.2810          3.3051          3.3106          3.3202          3.3058          3.3086          3.3049          3.3119          3.2930
alat  Ni                                           [A]            3.5175          3.4756          3.4603          3.4649          3.4786          3.4572          3.4706          3.4622          3.4774          3.5070
alat  Pd                                           [A]            3.9396          3.8847          3.8786          3.8934          3.9120          3.8835          3.8938          3.8859          3.8895          3.8760
alat  Pt                                           [A]            3.9672          3.9177          3.9047          3.8967          3.9430          3.8909          3.9163          3.9115          3.9149          3.9130
alat  Rb                                           [A]            5.6706          5.6165          5.6976          5.7092          5.7516          5.6783          5.7011          5.6596          5.6609          5.5770
alat  Rh                                           [A]            3.8241          3.7861          3.7762          3.7780          3.8042          3.7723          3.7843          3.7792          3.7842          3.7940
